orth,pron,pattern,nphon,v_lec,v_lec_freq,v_lec_nh,v_lec_nh_freq,v_psum,v_pskew,v_pkurt,v_psd,v_pfwsum,v_psum_nh,v_pskew_nh,v_pkurt_nh,v_psd_nh,v_pfwsum_nh,a_denb,a_denb_freq,a_denb_nh,a_denb_nh_freq,a_dena,a_dena_freq,a_dena_nh,a_dena_nh_freq,a_dena_hfn,a_dena_hfn_nh,a_denb_hfn,a_denb_hfn_nh,a_psum,a_pskew,a_pkurt,a_psd,a_pfwsum,a_psum_nh,a_pskew_nh,a_pkurt_nh,a_psd_nh,a_pfwsum_nh,a_wt_psum,a_wt_pskew,a_wt_pkurt,a_wt_psd,a_wt_pfwsum,a_wt_psum_nh,a_wt_pskew_nh,a_wt_pkurt_nh,a_wt_psd_nh,a_wt_pfwsum_nh
lads,lædz,CVCC,4,33,8.2367,26,8.3650,34.7354,5.4606,41.6431,0.0413,270.1397,29.9729,5.5329,43.3733,0.0397,236.0497,9,6.6933,9,6.6933,7,6.9643,7,6.9643,3,3,4,4,24.7447,15.6801,404.2920,0.0111,188.6819,21.8117,16.2889,432.7354,0.0111,169.4697,11.6883,11.7715,236.4090,0.0152,82.8441,10.3674,12.0446,239.7800,0.0156,75.2841
lagged,lægd,CVCC,4,61,7.5041,56,7.7005,35.5259,7.8220,79.8079,0.0542,261.5326,31.9942,7.8150,79.8160,0.0546,238.5548,9,6.4389,9,6.4389,8,6.2575,8,6.2575,6,6,7,7,21.1004,16.0570,347.6165,0.0109,156.4147,19.3416,15.7213,329.3292,0.0114,145.1578,10.0012,11.4389,162.8449,0.0168,68.1610,9.2576,11.1813,154.0184,0.0175,63.9160
lags,lægz,CVCC,4,61,7.5000,56,7.6961,37.4756,7.5039,73.3885,0.0566,277.6091,33.3033,7.3985,71.4093,0.0560,250.6019,12,7.2042,10,7.6670,10,6.9960,8,6.9960,8,7,10,9,24.3470,18.1325,443.8903,0.0131,182.2902,21.5330,17.3608,414.4325,0.0127,165.1777,12.2063,12.6062,200.2143,0.0206,84.9669,10.6698,12.2115,192.5837,0.0195,76.8011
laird,lɛrd,CVCC,4,17,7.3888,17,7.3888,23.1117,10.2269,174.8605,0.0313,173.8785,20.6801,10.3560,174.1911,0.0322,157.2923,15,6.7847,15,6.7847,11,7.1164,11,7.1164,6,6,7,7,29.3679,12.2395,211.6924,0.0130,223.2310,25.0894,13.1914,239.8760,0.0128,193.8529,13.9204,9.0302,108.9112,0.0193,98.6130,12.2318,9.3271,113.1215,0.0196,88.1538
lairs,lɛrz,CVCC,4,17,7.5071,17,7.5071,23.9765,9.7171,162.8876,0.0317,183.3359,21.0839,10.1473,172.4020,0.0321,163.6160,18,7.8356,13,8.3846,16,7.9450,11,7.9450,16,11,18,13,33.4777,11.7895,189.8732,0.0151,258.3344,26.7004,12.8145,243.1416,0.0126,211.8844,16.8823,8.0883,84.4542,0.0229,123.3267,13.3092,8.3677,98.3367,0.0187,100.2824
lakes,leks,CVCC,4,61,7.4623,56,7.6550,32.3956,6.7818,60.0106,0.0464,240.9897,28.8183,6.5050,54.1997,0.0459,217.5208,14,7.5314,13,7.5623,12,7.3800,11,7.3800,4,4,5,5,26.9607,11.2286,184.5124,0.0126,210.7049,23.9265,11.4451,189.7974,0.0128,190.2306,13.8572,7.4013,76.2166,0.0194,104.1105,12.2694,7.6120,80.1813,0.0195,93.7357
lambs,læmz,CVCC,4,24,6.8963,19,7.1421,20.7908,8.5832,89.5812,0.0481,144.3168,17.4117,8.8779,98.1236,0.0444,124.5826,13,6.4492,12,6.6692,11,6.2900,10,6.2900,4,4,5,5,21.6533,11.7929,239.9919,0.0099,165.3186,19.0963,12.1841,254.1836,0.0100,149.1472,11.3039,5.9382,41.5782,0.0141,81.4420,9.9896,5.9659,41.6888,0.0141,74.0184
lamp,læmp,CVCC,4,2,9.1900,2,9.1900,3.1143,17.7367,341.6377,0.0161,22.8762,2.9984,16.8738,308.4087,0.0170,22.2283,8,7.8063,8,7.8063,6,7.8217,6,7.8217,1,1,1,1,17.7941,17.4384,412.8521,0.0108,137.9358,16.4707,16.8783,382.2727,0.0113,128.8831,7.3975,13.5289,238.6504,0.0148,55.0503,6.9930,12.9340,216.9896,0.0155,52.5010
lance,læns,CVCC,4,61,7.4516,56,7.6434,40.2113,5.7870,43.9677,0.0519,305.8584,35.4374,5.8444,44.6582,0.0517,273.9562,9,8.7289,7,9.1643,8,8.8050,6,8.8050,3,3,3,3,21.0718,11.1544,206.7626,0.0089,167.2102,18.8756,11.5167,216.4704,0.0090,151.9797,9.7241,7.5151,78.9941,0.0119,74.9924,8.8263,7.5927,79.8442,0.0121,69.2262
land,lænd,CVCC,4,61,7.4133,56,7.6016,41.9490,6.0223,48.2646,0.0543,313.9164,37.5871,6.1031,48.9720,0.0553,285.1505,15,8.2247,14,8.1771,12,8.3158,11,8.3158,1,1,1,1,24.2198,13.7980,272.5879,0.0130,189.6919,21.5755,13.2137,258.3964,0.0126,171.6180,12.3117,9.0237,113.4330,0.0184,91.2185,11.2529,8.9354,113.0551,0.0185,84.4796
lanes,lenz,CVCC,4,61,7.4726,56,7.6663,41.8550,5.5291,41.0584,0.0528,313.8561,37.0984,5.6749,42.3342,0.0537,282.7180,17,7.6359,15,7.6167,13,7.3623,13,7.3623,6,6,9,8,30.6849,13.1311,229.9620,0.0164,234.7215,24.8657,13.0826,240.0953,0.0141,198.1175,16.2849,9.0676,103.3030,0.0251,117.5629,13.3702,8.8558,102.9097,0.0217,100.6456
lank,læŋk,CVCC,4,7,6.2814,7,6.2814,11.5792,12.3429,214.6658,0.0219,86.8838,10.7913,12.0411,201.5972,0.0228,81.6347,9,7.6500,9,7.6500,5,8.3720,5,8.3720,5,5,9,9,17.7171,16.0092,386.1570,0.0099,141.8447,16.3671,15.5585,359.8369,0.0103,132.4802,7.7667,12.6841,209.0065,0.0154,61.7702,7.3437,12.1349,190.2084,0.0161,59.0856
lapped,læpt,CVCC,4,24,6.9296,19,7.1842,21.9159,9.4770,108.9433,0.0508,151.2785,18.5007,9.7347,117.7619,0.0469,131.2089,18,6.5511,16,6.5131,14,6.5843,12,6.5843,8,6,10,8,28.6373,15.4480,324.3795,0.0188,217.3566,25.4439,16.1504,374.4107,0.0178,196.7764,16.2124,10.0774,129.6426,0.0313,118.7393,13.9327,10.9482,160.4867,0.0291,104.6195
laps,læps,CVCC,4,23,6.8422,19,7.0968,19.8049,9.3060,109.0542,0.0448,137.1431,17.4496,9.6508,117.3325,0.0444,124.1195,14,7.5486,13,7.5808,11,7.8009,10,7.8009,7,7,8,8,27.8975,17.0726,419.5669,0.0173,214.2366,24.8453,17.2354,437.8892,0.0168,194.0021,15.1425,11.9454,192.8763,0.0278,113.1719,13.1039,12.3934,212.8483,0.0265,100.2249
lapse,læps,CVCC,4,23,6.8422,19,7.0968,19.8049,9.3060,109.0542,0.0448,137.1431,17.4496,9.6508,117.3325,0.0444,124.1195,14,7.5486,13,7.5808,11,7.8009,10,7.8009,8,8,9,9,27.8975,17.0726,419.5669,0.0173,214.2366,24.8453,17.2354,437.8892,0.0168,194.0021,15.1425,11.9454,192.8763,0.0278,113.1719,13.1039,12.3934,212.8483,0.0265,100.2249
lard,lɑrd,CVCC,4,29,8.1859,22,8.6755,23.8078,6.7046,53.0175,0.0395,183.7594,21.1009,6.8955,57.1381,0.0386,165.6522,16,7.6419,14,7.8557,16,7.6419,14,7.6419,9,8,9,8,31.1471,16.8351,505.2195,0.0158,238.1307,26.8302,18.5330,601.9746,0.0154,210.2420,15.1584,12.7763,261.2319,0.0248,114.0159,13.1443,13.8838,299.7171,0.0245,101.9036
large,lɑrdʒ,CVCC,4,2,7.6100,2,7.6100,7.5587,11.6590,187.6024,0.0157,58.6651,6.8934,11.7748,186.9245,0.0161,54.2166,4,7.9075,4,7.9075,4,7.9075,4,7.9075,0,0,0,0,20.2144,14.4409,348.5358,0.0085,154.9797,17.6565,15.1260,366.9762,0.0086,138.0026,9.2424,11.4922,193.4895,0.0130,69.1357,8.1667,11.7579,195.7758,0.0133,62.5127
lark,lɑrk,CVCC,4,11,8.3491,11,8.3491,9.6671,12.8812,213.6713,0.0228,77.4439,9.0670,12.4864,198.3974,0.0238,73.3815,7,8.7557,7,8.7557,6,8.6250,6,8.6250,4,4,5,5,24.0948,11.6286,201.9601,0.0104,188.7777,21.4864,11.5357,199.2188,0.0105,170.8927,8.9321,8.3268,94.5871,0.0123,70.7379,8.2203,8.1733,89.7436,0.0128,66.1241
lashed,læ∫t,CVCC,4,6,5.4883,6,5.4883,10.7209,22.7004,695.3833,0.0246,77.1153,9.6195,22.4450,664.7406,0.0256,69.9417,11,7.1609,11,7.1609,7,7.5914,7,7.5914,6,6,9,9,15.6301,16.7758,391.2724,0.0094,119.4143,14.2983,16.8449,386.4530,0.0096,110.4709,8.0284,11.2580,166.2291,0.0144,59.6985,7.2406,11.4719,168.1403,0.0148,54.6570
last,læst,CVCC,4,34,7.9244,26,8.1269,31.9869,7.6151,81.1252,0.0438,244.7323,27.3741,8.0884,94.4762,0.0415,213.1570,22,7.8741,20,7.9040,19,7.9342,17,7.9342,1,1,1,1,28.1866,12.3805,212.1417,0.0155,217.0455,25.5592,12.6787,218.5616,0.0158,199.2087,15.3620,8.0752,87.1783,0.0248,115.5668,13.6375,8.4369,92.8052,0.0250,104.0551
latched,læt∫t,CVCC,4,6,5.5017,6,5.5017,9.6988,25.1088,834.6351,0.0234,69.3441,8.7386,24.6362,788.3089,0.0244,63.1137,8,7.3700,8,7.3700,7,7.4014,7,7.4014,6,6,7,7,16.1617,16.6521,377.8223,0.0098,123.9944,14.7074,16.8613,379.2397,0.0100,114.3201,8.4622,10.9050,153.0294,0.0154,62.9477,7.5924,11.1957,157.1878,0.0157,57.3803
lathes,leðz,CVCC,4,0,,0,,8.2771,7.9304,89.7291,0.0112,61.3062,7.3993,8.0181,89.6029,0.0115,55.5135,2,6.9950,2,6.9950,1,7.6100,1,7.6100,1,1,2,2,32.6740,10.1344,165.2454,0.0124,249.6909,27.4590,11.1156,197.1364,0.0120,217.0039,13.9486,7.5185,80.5827,0.0161,100.5881,11.9402,8.0040,90.1861,0.0159,89.0313
Latin,lætn,CVCC,4,19,6.8047,18,6.7928,22.5125,8.8266,102.2079,0.0370,165.5649,19.8970,8.9638,106.5658,0.0363,147.5413,4,6.0775,4,6.0775,3,5.9433,3,5.9433,0,0,0,0,15.6101,12.8519,255.0175,0.0072,120.1976,14.1497,12.9414,254.4950,0.0074,110.3658,5.6647,12.7942,224.5267,0.0096,40.8973,5.0687,13.1477,231.8212,0.0097,37.0622
laughed,læft,CVCC,4,17,7.2694,17,7.2694,13.1220,12.6274,216.1086,0.0327,99.2528,12.2854,12.2312,200.7489,0.0342,93.6334,14,7.3779,14,7.3779,13,7.2138,13,7.2138,3,3,4,4,32.5750,15.0874,327.2450,0.0188,247.8566,29.5209,15.5571,344.6578,0.0189,227.7146,17.1625,10.3136,142.2672,0.0307,126.0994,15.2468,10.8520,154.6449,0.0307,113.9068
laughs,læfs,CVCC,4,17,7.3288,17,7.3288,11.5581,13.4503,237.3535,0.0300,87.1877,10.7714,13.0327,220.5492,0.0314,81.9020,8,8.1625,6,8.4817,7,7.9700,5,7.9700,4,4,5,5,32.1141,18.3278,472.3017,0.0188,248.0636,28.1786,17.0622,449.8132,0.0168,221.3036,16.6096,12.7653,209.2862,0.0307,124.8302,13.9231,12.7522,229.5551,0.0263,106.9346
launch,lɔnt∫,CVCC,4,6,6.1917,6,6.1917,6.7560,18.6890,423.6190,0.0174,49.0505,6.4114,17.8151,383.5917,0.0183,46.7945,5,6.8400,5,6.8400,4,6.5775,4,6.5775,0,0,0,0,12.6649,21.2192,654.3927,0.0071,98.3599,11.6471,20.5114,604.8545,0.0074,91.4856,6.0177,13.9072,283.8617,0.0099,44.8622,5.7021,13.2515,257.0431,0.0104,42.8949
lawful,lɔfl,CVCC,4,11,8.2573,11,8.2573,7.8434,15.8697,367.1337,0.0200,59.9071,7.3410,15.5741,348.2597,0.0208,56.5766,1,6.6200,1,6.6200,1,6.6200,1,6.6200,0,0,0,0,26.2216,10.2727,165.8054,0.0091,205.1677,23.6507,10.2186,160.2184,0.0094,188.0647,7.3483,12.0745,246.7078,0.0082,51.9049,6.7817,11.8076,232.4807,0.0086,48.6388
lawns,lɔnz,CVCC,4,40,6.7810,37,6.9019,31.5580,5.9974,45.4847,0.0425,230.4937,28.8956,5.9593,44.1880,0.0439,213.0062,13,7.5846,13,7.5846,12,7.5592,12,7.5592,10,10,11,11,27.0577,18.3280,568.6937,0.0137,209.0035,23.6463,18.8359,577.5250,0.0140,186.8902,14.6019,13.4047,287.3127,0.0213,106.9656,12.9404,13.4515,280.5291,0.0220,97.0330
lax,læks,CVCC,4,60,7.4670,56,7.6541,34.9670,7.3280,69.3809,0.0526,260.1587,31.6622,7.3392,68.3600,0.0541,238.9231,23,7.5630,20,7.6670,17,7.6347,15,7.6347,12,11,14,13,28.9886,14.7587,303.0955,0.0179,224.8707,25.6950,14.7206,304.8556,0.0173,202.8988,16.1188,10.0912,132.9157,0.0290,121.7906,14.0311,10.0942,134.3955,0.0279,108.2393
leaden,lɛdn,CVCC,4,19,7.0700,18,7.0728,25.2609,9.7554,122.1833,0.0424,189.1506,22.3903,9.6236,120.2236,0.0414,169.3746,6,6.9617,5,6.9500,5,6.3420,4,6.3420,5,4,6,5,19.6569,19.2502,537.0443,0.0098,150.0636,17.4350,19.8418,563.7246,0.0099,135.3699,8.3974,14.6702,275.0365,0.0154,59.6913,7.4747,15.1218,288.7835,0.0155,54.1865
leads,lidz,CVCC,4,14,8.3721,11,8.9491,27.4423,9.1766,118.4614,0.0409,212.1736,23.9116,9.5162,128.9564,0.0399,188.8264,15,7.1693,13,7.5200,12,7.0867,10,7.0867,1,1,2,2,23.0199,17.1432,381.2674,0.0146,176.7083,19.2887,17.2875,398.3857,0.0134,153.8409,10.7640,12.5541,184.6837,0.0227,77.1112,9.0777,12.6877,196.5422,0.0205,68.4233
leafed,lift,CVCC,4,16,8.5113,14,8.5243,10.9636,15.2945,292.2024,0.0313,88.4227,10.1422,14.9780,275.7688,0.0326,82.7450,10,7.9190,9,7.9367,9,7.8144,8,7.8144,8,7,9,8,24.8720,16.9225,419.2845,0.0150,189.3544,21.9812,16.4955,412.2972,0.0145,169.4286,11.2129,13.1008,224.0767,0.0232,82.3045,10.0559,12.9043,227.7764,0.0222,74.3747
league's,ligz,CVCC,4,30,7.1250,27,7.3048,27.2726,9.7503,128.5532,0.0442,197.1897,24.8839,9.7196,126.5594,0.0454,181.9609,8,7.6238,8,7.6238,7,7.2643,7,7.2643,5,5,6,6,20.2246,19.5800,551.8189,0.0117,155.2308,17.5973,20.1558,566.9535,0.0119,138.5700,9.0777,15.1207,300.9493,0.0173,65.2803,8.1965,15.0129,292.3557,0.0179,60.5488
leagued,ligd,CVCC,4,31,7.3381,27,7.5922,26.5130,10.2810,138.0862,0.0449,194.9668,23.7291,9.9767,133.3062,0.0434,177.5068,8,7.1275,7,7.2929,7,6.6971,6,6.6971,7,6,8,7,16.6967,17.5796,454.8522,0.0089,126.9098,14.6478,16.6374,423.2227,0.0085,113.5773,7.0836,13.2885,238.1694,0.0128,49.7217,6.3297,12.1194,211.5630,0.0117,45.3629
leagues,ligz,CVCC,4,30,7.1250,27,7.3048,27.2726,9.7503,128.5532,0.0442,197.1897,24.8839,9.7196,126.5594,0.0454,181.9609,8,7.6238,8,7.6238,7,7.2643,7,7.2643,4,4,5,5,20.2246,19.5800,551.8189,0.0117,155.2308,17.5973,20.1558,566.9535,0.0119,138.5700,9.0777,15.1207,300.9493,0.0173,65.2803,8.1965,15.0129,292.3557,0.0179,60.5488
leaked,likt,CVCC,4,31,7.1113,27,7.3319,28.3931,9.9399,126.3141,0.0485,204.1877,25.3566,9.8471,126.4054,0.0472,185.0866,13,7.8938,11,8.1418,11,8.0700,10,8.0700,8,7,9,8,21.2349,17.4067,420.1594,0.0145,159.9721,18.5261,18.3031,474.3394,0.0140,141.5863,10.3797,12.8693,214.2667,0.0224,75.1683,9.2864,13.2895,230.6736,0.0222,67.7011
leaks,liks,CVCC,4,31,7.0897,27,7.3070,26.6899,9.6974,121.0608,0.0454,193.7776,23.5534,9.4422,119.1096,0.0430,174.0208,15,7.4467,13,7.6362,12,7.7342,11,7.7342,6,6,7,7,22.1604,16.4090,365.9097,0.0146,169.8547,18.9876,17.2312,411.5709,0.0140,148.2773,11.3063,11.6104,173.5408,0.0228,83.5889,9.8538,11.9531,185.1154,0.0224,73.7535
leaned,lind,CVCC,4,31,7.0774,27,7.2930,31.4067,7.7265,82.4344,0.0445,229.3766,28.2892,7.8596,85.0452,0.0450,209.5021,11,7.3645,11,7.3645,8,7.1975,8,7.1975,2,2,4,4,17.0724,17.9458,482.7922,0.0093,129.9893,15.1970,17.9128,468.3281,0.0096,117.4687,8.3338,12.8553,232.5866,0.0140,58.9610,7.6701,12.6039,219.6270,0.0146,55.0369
leans,linz,CVCC,4,31,7.1229,27,7.3452,33.1478,7.3917,73.3664,0.0469,245.6116,29.4744,7.4701,75.8070,0.0465,222.1724,20,8.1595,17,8.4171,18,8.2306,15,8.2306,13,12,14,13,20.6748,12.9885,248.0914,0.0112,160.8402,17.6183,13.8295,275.9243,0.0112,141.0704,10.8340,7.9612,82.1992,0.0169,80.5897,9.3481,8.3727,90.4028,0.0167,71.7960
leaped,lɛpt,CVCC,4,23,6.9230,19,7.1500,20.2395,8.3333,89.8225,0.0409,142.6930,17.8147,8.5777,96.6328,0.0400,128.7617,9,7.2378,9,7.2378,8,7.1350,8,7.1350,4,4,5,5,29.0702,17.0441,498.4391,0.0147,226.8736,26.6365,17.0972,492.4225,0.0151,210.3693,16.0696,11.0448,194.2492,0.0248,122.0278,14.7367,11.1166,192.7038,0.0255,113.2821
leaps,lips,CVCC,4,9,7.3167,9,7.3167,14.8208,10.8723,162.0299,0.0338,106.3479,13.1249,11.3020,171.2563,0.0341,96.5143,12,7.3442,11,7.3500,9,7.5600,8,7.5600,5,5,7,7,21.6168,15.7364,369.2880,0.0133,164.4666,18.9246,16.4005,390.2220,0.0135,146.2251,10.7666,11.3910,181.7656,0.0208,77.8422,9.5019,11.7446,188.0972,0.0211,69.5777
leapt,lɛpt,CVCC,4,23,6.9230,19,7.1500,20.2395,8.3333,89.8225,0.0409,142.6930,17.8147,8.5777,96.6328,0.0400,128.7617,9,7.2378,9,7.2378,8,7.1350,8,7.1350,4,4,5,5,29.0702,17.0441,498.4391,0.0147,226.8736,26.6365,17.0972,492.4225,0.0151,210.3693,16.0696,11.0448,194.2492,0.0248,122.0278,14.7367,11.1166,192.7038,0.0255,113.2821
learned,lɝnd,CVCC,4,17,7.4518,15,7.5240,17.5084,12.8985,233.9033,0.0307,129.5897,16.1619,12.6895,223.1030,0.0318,120.6487,9,8.3200,9,8.3200,8,7.9625,8,7.9625,1,1,2,2,23.6061,13.5331,265.6174,0.0113,182.0300,21.0905,13.7129,266.2793,0.0116,165.7028,12.2782,9.4071,122.9302,0.0170,89.6213,11.3265,9.2879,118.1387,0.0176,83.9736
learns,lɝnz,CVCC,4,17,7.5976,15,7.6893,18.4351,11.8462,202.0735,0.0313,138.8722,16.8469,11.7776,197.1620,0.0323,128.2838,12,7.9833,12,7.9833,11,7.6927,11,7.6927,5,5,6,6,27.3302,12.8212,227.8632,0.0134,212.4609,23.5354,13.5405,248.2501,0.0133,188.2314,15.0008,8.3723,92.7033,0.0203,112.0746,13.1861,8.6079,95.0536,0.0207,101.0257
leased,list,CVCC,4,13,8.2369,11,8.7336,23.7705,9.6539,136.8124,0.0355,185.9728,21.5376,9.6048,132.2506,0.0367,171.2362,12,8.2425,12,8.2425,11,8.2545,11,8.2545,6,6,7,7,20.7567,15.8451,380.5857,0.0120,159.4862,18.7584,15.6742,364.6063,0.0124,145.8471,9.5528,12.1962,210.1823,0.0180,70.8254,8.9026,11.8115,194.7855,0.0188,66.6204
least,list,CVCC,4,13,8.2369,11,8.7336,23.7705,9.6539,136.8124,0.0355,185.9728,21.5376,9.6048,132.2506,0.0367,171.2362,12,8.2425,12,8.2425,11,8.2545,11,8.2545,2,2,2,2,20.7567,15.8451,380.5857,0.0120,159.4862,18.7584,15.6742,364.6063,0.0124,145.8471,9.5528,12.1962,210.1823,0.0180,70.8254,8.9026,11.8115,194.7855,0.0188,66.6204
leaven,lɛvn,CVCC,4,7,8.1343,6,8.3350,11.1224,14.2171,294.5090,0.0259,87.2545,10.1960,14.5047,310.1186,0.0259,80.9267,5,8.3620,4,8.6975,5,8.3620,4,8.3620,4,3,4,3,22.2664,15.6971,380.4178,0.0095,170.7689,19.7022,16.1486,407.9357,0.0094,153.3406,8.6368,12.4789,218.5493,0.0135,63.4812,7.7274,12.6967,231.6631,0.0133,57.7689
leaves,livz,CVCC,4,16,8.1563,14,8.1186,13.1480,14.5414,268.1095,0.0322,101.6453,11.9444,14.5318,262.0083,0.0332,93.4347,11,7.8482,9,8.2433,9,7.4467,7,7.4467,1,1,2,2,25.4964,15.8146,353.5316,0.0139,195.0719,21.5917,15.8345,358.7202,0.0131,170.1561,10.8173,13.0087,214.5093,0.0202,77.6867,9.3217,12.7588,212.8131,0.0188,69.1877
leered,lɪrd,CVCC,4,16,8.5069,14,8.5193,19.9665,10.1392,141.8814,0.0331,152.8091,17.6481,10.5715,155.2046,0.0327,136.7063,12,7.2142,12,7.2142,10,7.1090,10,7.1090,9,9,11,11,27.7530,16.1357,370.7148,0.0137,212.0590,24.5400,16.2134,363.8658,0.0142,190.2091,13.6065,11.1627,163.4059,0.0221,98.0451,12.2846,11.0080,155.7490,0.0230,89.8092
left,lɛft,CVCC,4,17,7.0929,17,7.0929,14.5329,10.1561,140.3053,0.0334,108.5948,13.5470,9.8897,131.6392,0.0348,101.9020,11,6.3491,10,6.3410,10,6.3890,9,6.3890,0,0,0,0,35.0839,17.8797,500.8295,0.0171,270.9580,31.5688,15.7893,422.1171,0.0161,247.0670,18.5734,11.4920,190.1333,0.0292,138.1818,16.5426,10.4739,169.2325,0.0270,124.7482
legged,lɛgd,CVCC,4,61,7.4954,56,7.6911,37.0958,6.8398,63.3638,0.0513,274.5065,33.6233,6.8362,62.7570,0.0525,251.7182,9,6.7400,9,6.7400,8,6.3588,8,6.3588,5,5,6,6,24.9203,14.7339,307.6222,0.0111,187.9545,22.5998,14.4071,289.1715,0.0116,172.8398,11.8112,10.5860,149.3645,0.0167,82.5036,10.8842,10.3029,139.4913,0.0174,77.0141
legs,lɛgz,CVCC,4,61,7.4305,56,7.6204,39.2809,6.5487,56.9360,0.0542,289.2610,35.1869,6.5710,57.1001,0.0548,262.4944,10,7.1080,9,7.2344,9,6.8100,8,6.8100,0,0,0,0,28.9063,11.9363,212.9883,0.0119,219.9752,25.3007,12.3231,224.0856,0.0120,196.9004,14.5606,7.3282,72.8483,0.0177,103.1443,12.6970,7.6164,78.5708,0.0176,92.1254
leisure,liʒr,CVCC,4,0,,0,,2.1896,30.6769,1100.7332,0.0067,16.4873,2.0135,29.5307,1010.8257,0.0070,15.3082,1,5.2600,1,5.2600,1,5.2600,1,5.2600,0,0,0,0,12.4224,15.2908,342.3001,0.0062,97.4528,10.7169,15.9797,359.3054,0.0063,85.9576,3.2976,14.3616,272.4626,0.0057,23.5961,2.9752,14.6613,279.4462,0.0058,21.7940
lend,lɛnd,CVCC,4,61,7.4662,56,7.6593,45.4271,6.2243,56.2010,0.0574,343.4474,40.8631,6.2884,56.0972,0.0589,312.9393,12,8.1442,12,8.1442,11,8.1491,11,8.1491,5,5,6,6,28.7407,13.8551,278.2321,0.0146,223.0325,25.9604,13.7213,267.6246,0.0151,204.6363,15.1658,8.3347,94.3170,0.0208,111.8229,14.0130,8.1715,89.4443,0.0216,104.8877
length,lɛŋθ,CVCC,4,2,9.2900,2,9.2900,4.7826,12.7929,250.6804,0.0077,35.0189,4.4333,12.4811,235.0457,0.0080,32.7505,0,,0,,0,,0,,0,0,0,0,24.6133,14.1720,360.5477,0.0094,196.8732,22.2406,14.1200,349.5385,0.0097,180.3576,10.4090,11.1044,210.4510,0.0128,79.8424,9.6453,10.8422,197.7413,0.0134,74.8786
lens,lɛnz,CVCC,4,61,7.4475,56,7.6389,47.8405,5.8310,48.4143,0.0598,361.3072,42.5372,5.9664,49.6050,0.0609,325.9396,16,7.0656,15,7.2640,15,7.0420,14,7.0420,2,2,2,2,31.3711,10.4454,159.3253,0.0138,243.3312,27.2238,10.9276,169.4739,0.0139,216.3782,17.8323,7.1383,68.6109,0.0223,131.3176,15.5981,7.3949,71.5707,0.0226,117.8067
lent,lɛnt,CVCC,4,61,7.4795,56,7.6738,46.9288,6.0034,52.3970,0.0591,356.3200,41.9703,6.1122,53.2401,0.0603,322.9789,12,7.4233,11,7.5136,11,8.0982,10,8.0982,7,7,7,7,25.3949,14.4918,308.6181,0.0124,205.3669,22.9964,14.5685,307.0388,0.0127,188.4148,13.1784,9.9064,129.9775,0.0205,105.3787,12.1861,9.8621,127.2830,0.0211,98.5494
lesion,liʒn,CVCC,4,0,,0,,5.1459,8.4790,97.7223,0.0081,39.4444,4.7261,8.5181,98.0631,0.0083,36.7165,1,7.8500,1,7.8500,1,7.8500,1,7.8500,1,1,1,1,9.9446,13.2847,251.5244,0.0049,77.9894,8.8083,13.4330,251.9564,0.0051,70.4469,3.4429,12.9121,223.4989,0.0062,25.9405,3.1385,12.9648,223.5673,0.0063,24.1685
lessen,lɛsn,CVCC,4,18,6.8133,18,6.8133,22.4943,8.9529,108.9202,0.0359,167.9751,20.5530,8.8883,105.2883,0.0371,154.3914,6,7.7800,6,7.7800,5,6.9420,5,6.9420,3,3,4,4,18.9839,20.7304,568.3485,0.0101,147.2689,16.9829,19.7353,531.6116,0.0097,133.9804,7.0683,14.4971,288.0882,0.0112,52.2729,6.4932,14.1055,268.8365,0.0116,48.6549
lesson,lɛsn,CVCC,4,18,6.8133,18,6.8133,22.4943,8.9529,108.9202,0.0359,167.9751,20.5530,8.8883,105.2883,0.0371,154.3914,6,7.7800,6,7.7800,5,6.9420,5,6.9420,1,1,2,2,18.9839,20.7304,568.3485,0.0101,147.2689,16.9829,19.7353,531.6116,0.0097,133.9804,7.0683,14.4971,288.0882,0.0112,52.2729,6.4932,14.1055,268.8365,0.0116,48.6549
lest,lɛst,CVCC,4,34,8.0597,26,8.3038,35.1952,7.4370,77.0453,0.0480,275.4144,30.2826,7.9743,90.3895,0.0462,240.9582,21,8.8105,17,9.1582,19,8.9289,15,8.9289,11,10,12,11,32.2387,13.1904,229.8286,0.0170,258.5504,28.9157,13.0573,232.1038,0.0164,235.9010,18.0713,8.2641,85.0837,0.0286,144.0509,15.9601,8.3600,89.5086,0.0273,129.9369
let's,lɛts,CVCC,4,33,7.9094,26,8.1904,34.7944,6.5234,58.7696,0.0459,269.2637,29.8188,6.8675,66.8689,0.0441,236.3030,7,9.7514,7,9.7514,6,9.3367,6,9.3367,2,2,3,3,29.5889,9.0164,120.4362,0.0120,237.5852,26.1162,9.4345,132.6740,0.0119,214.3893,15.6327,5.3896,36.5639,0.0186,120.8938,13.6245,5.6523,40.5067,0.0182,108.3312
lets,lɛts,CVCC,4,33,7.9094,26,8.1904,34.7944,6.5234,58.7696,0.0459,269.2637,29.8188,6.8675,66.8689,0.0441,236.3030,7,9.7514,7,9.7514,6,9.3367,6,9.3367,2,2,3,3,29.5889,9.0164,120.4362,0.0120,237.5852,26.1162,9.4345,132.6740,0.0119,214.3893,15.6327,5.3896,36.5639,0.0186,120.8938,13.6245,5.6523,40.5067,0.0182,108.3312
