orth,pron,pattern,nphon,v_lec,v_lec_freq,v_lec_nh,v_lec_nh_freq,v_psum,v_pskew,v_pkurt,v_psd,v_pfwsum,v_psum_nh,v_pskew_nh,v_pkurt_nh,v_psd_nh,v_pfwsum_nh,a_denb,a_denb_freq,a_denb_nh,a_denb_nh_freq,a_dena,a_dena_freq,a_dena_nh,a_dena_nh_freq,a_dena_hfn,a_dena_hfn_nh,a_denb_hfn,a_denb_hfn_nh,a_psum,a_pskew,a_pkurt,a_psd,a_pfwsum,a_psum_nh,a_pskew_nh,a_pkurt_nh,a_psd_nh,a_pfwsum_nh,a_wt_psum,a_wt_pskew,a_wt_pkurt,a_wt_psd,a_wt_pfwsum,a_wt_psum_nh,a_wt_pskew_nh,a_wt_pkurt_nh,a_wt_psd_nh,a_wt_pfwsum_nh
level,lɛvl,CVCC,4,7,7.1357,6,7.1700,11.5889,14.4909,278.9425,0.0280,85.5923,10.5294,14.6256,297.0856,0.0272,78.3743,3,6.3267,3,6.3267,3,6.3267,3,6.3267,0,0,0,0,31.1730,14.0300,302.8362,0.0120,241.1681,27.1877,14.2755,316.1660,0.0118,214.6390,10.0519,13.3815,282.0588,0.0133,70.4301,9.0803,13.5437,280.5683,0.0136,64.7786
libel,laɪbl,CVCC,4,6,6.4967,5,7.2300,9.6397,11.0388,173.7751,0.0211,67.1501,8.3530,10.1861,155.9471,0.0192,60.7189,3,7.6600,2,10.0750,3,7.6600,2,7.6600,2,2,2,2,18.1511,11.4925,204.6078,0.0078,140.4994,15.6647,12.1409,233.6632,0.0076,124.6203,5.7149,13.0515,242.3008,0.0091,41.1814,5.1625,13.2248,259.1330,0.0089,38.3779
licked,lɪkt,CVCC,4,31,7.0845,27,7.3011,31.6570,7.9279,81.6464,0.0487,229.2230,28.3936,7.9218,83.3170,0.0482,208.6110,15,7.9900,15,7.9900,12,8.1592,12,8.1592,6,6,7,7,29.1784,14.9113,351.0203,0.0153,230.2976,26.9580,14.6264,332.9585,0.0159,215.3430,15.9803,10.0619,150.7974,0.0249,122.8162,14.8372,9.8594,142.7927,0.0259,115.5552
lids,lɪdz,CVCC,4,14,8.6329,11,9.2809,30.0794,7.7143,87.9898,0.0403,235.6222,26.1081,8.1633,99.6897,0.0394,209.2581,12,8.5150,10,9.1120,11,8.5645,9,8.5645,9,8,10,9,29.3854,11.9582,223.7271,0.0122,229.7042,25.8252,12.4197,235.9060,0.0123,207.2217,14.7504,7.7236,85.8801,0.0184,109.5792,12.9052,8.0908,92.4028,0.0185,99.1108
life's,laɪfs,CVCC,4,17,7.3259,17,7.3259,10.9340,14.3445,264.5761,0.0292,80.0960,10.1921,13.9512,247.8351,0.0305,75.1368,4,9.8450,4,9.8450,3,9.0267,3,9.0267,2,2,3,3,25.7177,19.0960,549.2988,0.0137,207.0977,22.5172,20.3982,605.8001,0.0137,184.0598,11.9729,14.4345,281.9030,0.0214,94.1232,10.3648,15.5362,313.8530,0.0213,82.6724
lift,lɪft,CVCC,4,16,8.2006,14,8.1693,12.6800,13.7323,233.0561,0.0355,99.2303,11.7353,13.4495,220.1123,0.0369,92.6464,11,7.6100,11,7.6100,11,7.6100,11,7.6100,4,4,4,4,34.3790,13.5102,277.8650,0.0164,268.6421,31.7822,13.2508,264.7047,0.0170,251.0105,17.5537,9.3068,123.5555,0.0264,133.0312,16.2982,9.1592,118.3581,0.0273,125.0280
lighten,laɪtn,CVCC,4,19,6.9037,18,6.8972,19.7943,8.4601,95.9768,0.0313,148.4270,17.1867,8.9588,110.5695,0.0300,129.8639,4,8.9975,4,8.9975,3,8.1700,3,8.1700,2,2,3,3,14.5757,21.6313,647.4256,0.0092,114.6159,12.7832,22.5802,680.9143,0.0093,101.6377,5.0295,17.7012,445.6130,0.0107,37.4646,4.4561,18.4535,473.1736,0.0108,33.4468
lights,laɪts,CVCC,4,34,8.0115,26,8.2408,29.7663,8.7229,105.2696,0.0444,234.0370,24.0527,8.2359,105.7102,0.0363,192.5775,12,8.8608,11,8.7509,9,9.0878,8,9.0878,4,3,5,4,24.0471,17.0340,373.0707,0.0156,198.7061,20.0309,18.8437,475.2787,0.0139,168.0482,12.4891,11.4001,154.7694,0.0256,101.1394,10.0218,13.0536,210.6251,0.0225,82.4007
liked,laɪkt,CVCC,4,61,7.4321,56,7.6221,31.5340,7.0718,69.7315,0.0431,232.9990,28.4610,7.0826,69.5904,0.0439,212.7444,10,8.3550,10,8.3550,9,7.7422,9,7.7422,1,1,2,2,20.7804,13.8876,298.9478,0.0107,164.6621,18.7894,13.9324,294.0388,0.0110,150.5648,10.1431,10.0724,150.2457,0.0160,76.5907,9.3069,9.9484,143.8165,0.0166,70.9051
likes,laɪks,CVCC,4,61,7.4387,56,7.6293,30.1576,7.4497,76.3122,0.0430,225.4552,26.8761,7.3225,74.2042,0.0428,203.5646,14,8.3193,13,8.4108,13,7.8923,12,7.8923,2,2,3,3,22.6889,18.2213,487.4210,0.0137,182.6989,19.9593,19.0597,517.1756,0.0138,163.1517,11.7629,12.7656,224.8922,0.0218,92.3055,10.2326,13.4866,242.3663,0.0219,81.5234
lilt,lɪlt,CVCC,4,31,7.2019,27,7.4359,33.4129,6.3541,56.0126,0.0441,248.2028,29.9066,6.4530,57.9039,0.0445,225.7913,10,7.4290,9,7.5967,10,7.4290,9,7.4290,9,8,9,8,26.1822,12.3809,245.4663,0.0104,203.9951,23.6985,12.1282,238.6039,0.0105,187.0077,10.9771,10.2507,147.8034,0.0154,82.7253,10.0825,10.1187,146.8170,0.0156,77.1054
limbs,lɪmz,CVCC,4,9,7.2989,9,7.2989,16.4546,9.1764,114.9539,0.0363,117.3679,14.4155,9.6704,125.5049,0.0362,105.6538,10,6.9350,9,7.0767,9,6.8544,8,6.8544,1,1,2,2,25.5773,13.7662,277.1904,0.0127,196.4498,22.5952,14.0231,282.9718,0.0129,177.5860,14.0539,8.8521,109.9956,0.0198,102.5616,12.4257,9.0425,113.3796,0.0201,93.2128
limp,lɪmp,CVCC,4,0,,0,,1.8734,19.8232,468.8957,0.0084,14.2529,1.8073,18.8503,423.1692,0.0088,13.8835,8,7.3188,8,7.3188,6,7.5217,6,7.5217,4,4,5,5,19.8543,24.0623,879.2369,0.0126,153.8506,18.4045,23.2150,810.4386,0.0132,143.7708,8.0786,21.5845,638.7155,0.0178,60.7065,7.6801,20.5713,578.4954,0.0187,58.2043
lined,laɪnd,CVCC,4,61,7.4690,56,7.6623,36.3839,6.7970,66.3934,0.0463,275.9150,32.7847,6.8204,65.2224,0.0477,251.7798,14,9.4957,13,9.6392,12,9.2533,11,9.2533,9,9,11,11,21.2991,15.0461,325.3214,0.0119,168.3464,18.8791,15.4397,337.1127,0.0120,152.4202,10.9066,10.7548,154.3886,0.0184,82.7590,9.9492,10.9083,157.4876,0.0187,77.0281
lines,laɪnz,CVCC,4,61,7.4115,56,7.5996,38.4034,6.7107,65.2842,0.0488,287.9634,34.1752,6.8375,65.9571,0.0500,259.6907,13,7.3131,13,7.3131,12,6.8900,12,6.8900,0,0,1,1,23.6186,13.9926,279.3089,0.0126,182.5292,20.3192,13.7530,269.5165,0.0122,161.9411,12.6160,9.3512,117.1789,0.0192,91.3128,11.0197,8.8359,104.7007,0.0185,82.6300
link,lɪŋk,CVCC,4,4,6.6550,4,6.6550,10.0273,10.7348,148.7199,0.0190,74.0229,9.1741,10.7063,150.4688,0.0189,67.9707,5,5.8620,5,5.8620,3,5.5567,3,5.5567,0,0,0,0,20.6635,15.7562,316.8117,0.0128,163.2689,18.8483,15.4918,309.8761,0.0128,150.1555,8.8263,12.1843,183.5286,0.0177,67.3498,8.3194,11.8728,173.1245,0.0184,63.9675
lint,lɪnt,CVCC,4,31,7.1152,27,7.3363,36.1901,6.4517,59.1684,0.0474,267.9793,32.4787,6.5820,61.1106,0.0481,244.1144,10,8.2220,10,8.2220,7,8.3771,7,8.3771,6,6,8,8,23.6933,12.8783,248.5811,0.0109,189.1163,21.7120,12.7226,238.2687,0.0113,175.2062,11.3793,9.5040,123.1040,0.0163,88.7384,10.7185,9.1633,113.3400,0.0171,84.4214
lips,lɪps,CVCC,4,9,7.0644,9,7.0644,16.7542,11.2327,167.1313,0.0389,118.3575,14.9203,11.4945,170.6313,0.0396,107.5516,14,7.7450,12,7.8167,9,8.0778,7,8.0778,2,2,2,2,28.9585,11.2552,187.9550,0.0134,226.9042,25.9109,10.7438,173.1846,0.0130,207.0890,15.5699,7.3642,76.6195,0.0212,117.3659,13.6375,7.0308,70.3875,0.0201,105.9459
lisp,lɪsp,CVCC,4,0,,0,,1.6202,14.5635,270.3120,0.0035,12.3735,1.4895,14.3115,256.9968,0.0037,11.4506,3,10.1600,3,10.1600,3,10.1600,3,10.1600,2,2,2,2,24.2390,16.7478,480.0267,0.0109,194.4400,22.2916,16.4947,457.2094,0.0113,180.8791,10.5979,13.4300,263.9365,0.0169,83.4832,9.7296,13.2830,252.7248,0.0175,77.6803
list,lɪst,CVCC,4,14,8.1700,11,8.6918,27.3464,9.1624,121.5618,0.0403,213.2547,23.8786,8.4904,106.0158,0.0382,189.2452,18,8.2089,17,8.2353,18,8.2089,17,8.2089,0,0,0,0,30.4886,13.5813,269.8562,0.0155,241.9938,28.0517,13.5013,263.6033,0.0160,225.0804,16.4359,8.9183,109.9070,0.0254,127.9502,15.0907,8.9331,108.6132,0.0261,118.8840
listen,lɪsn,CVCC,4,4,9.6550,4,9.6550,17.2042,8.1193,89.7061,0.0265,134.1103,15.4061,8.0902,92.2433,0.0259,121.3298,6,8.2300,5,8.4720,5,9.0020,4,9.0020,1,1,1,1,18.1788,20.8309,581.2856,0.0097,142.7064,16.4616,20.4581,582.4745,0.0095,131.0592,6.8694,16.4784,339.7044,0.0125,52.2094,6.1512,15.9760,344.2877,0.0115,47.5319
little,lɪdl,CVCC,4,4,9.1200,4,9.1200,19.1094,8.3534,102.5690,0.0279,143.3549,17.3567,8.4064,102.0854,0.0286,131.4988,4,6.7175,4,6.7175,3,6.3000,3,6.3000,0,0,0,0,27.9735,15.6956,380.8316,0.0128,215.7827,25.1063,15.5745,366.3271,0.0132,197.1046,10.0973,12.4532,208.3825,0.0164,69.4569,9.2775,12.1969,196.4859,0.0171,65.0626
lived,lɪvd,CVCC,4,16,8.1556,14,8.1179,14.4722,13.3932,228.0234,0.0347,112.6024,13.3174,13.1914,217.3943,0.0361,104.6496,4,9.1275,4,9.1275,3,8.2500,3,8.2500,1,1,2,2,27.9212,12.9594,262.2225,0.0104,212.9899,25.3232,12.8171,251.8154,0.0108,195.9524,12.5615,9.1329,120.3614,0.0156,89.1769,11.5823,9.0114,115.3944,0.0161,83.3385
lives,lɪvz,CVCC,4,16,8.1100,14,8.0657,15.0703,13.4430,229.8364,0.0363,117.9907,13.6709,13.4721,226.0188,0.0374,108.3542,9,8.6078,8,8.9125,8,8.2138,7,8.2138,1,1,2,2,32.6520,12.7407,248.2497,0.0124,253.1121,28.7282,12.8512,252.3808,0.0124,227.7169,15.5062,8.6236,103.8972,0.0187,113.9520,13.6232,8.6913,106.2797,0.0185,102.6661
Lloyd's,loɪdz,CVCC,4,10,8.6690,10,8.6690,12.1885,10.0897,149.7550,0.0176,91.9112,11.1569,9.8823,141.0855,0.0183,85.3300,8,7.0538,7,7.5171,6,6.9917,5,6.9917,5,5,7,7,26.2848,14.7656,347.0768,0.0113,201.2121,22.6457,15.8027,387.2044,0.0113,178.3970,12.6567,10.0791,154.5758,0.0169,90.7671,10.9860,10.6866,170.3177,0.0169,81.5762
loads,lodz,CVCC,4,10,8.2950,10,8.2950,15.7389,12.0509,205.8268,0.0296,119.6162,14.3366,11.8817,196.2384,0.0308,111.3121,12,6.9558,10,7.3260,10,6.6460,9,6.6460,2,2,3,3,30.8080,14.3299,283.4974,0.0155,232.1547,25.8955,14.9367,315.3378,0.0145,201.2885,14.3222,10.9762,153.6950,0.0226,99.9369,12.3230,11.1980,161.5584,0.0219,89.2425
loafed,loft,CVCC,4,2,4.8400,2,4.8400,4.7351,31.1389,1171.9712,0.0170,33.2289,4.4901,29.7898,1066.9885,0.0179,31.6486,7,7.3029,7,7.3029,6,7.3350,6,7.3350,6,6,7,7,30.8793,17.4111,553.9747,0.0139,235.1416,28.0092,17.3848,540.4678,0.0144,215.7291,14.3992,13.5013,302.9785,0.0214,105.2033,13.3409,13.2793,288.6105,0.0223,98.5071
loaned,lond,CVCC,4,19,7.6447,16,8.1650,18.0174,10.5606,180.3400,0.0309,136.5655,16.3554,10.7519,183.4925,0.0316,127.1337,10,8.4890,9,8.4578,8,8.3700,8,8.3700,7,7,9,8,25.6649,12.0750,208.7338,0.0122,197.4688,22.5690,11.8700,202.7895,0.0121,176.8675,12.8566,8.2241,93.7603,0.0175,93.1610,11.7927,8.1714,91.9089,0.0179,87.1001
loans,lonz,CVCC,4,19,7.5405,16,8.0413,19.1483,9.9676,153.1760,0.0329,143.4521,17.2356,10.1996,156.9014,0.0336,132.3371,18,7.7578,16,7.8763,16,7.6069,15,7.6069,5,5,7,6,30.3295,12.2999,209.1789,0.0154,233.0762,25.7301,12.7392,221.0440,0.0150,202.9390,16.0290,8.3106,91.4053,0.0229,116.4486,13.9990,8.6049,95.1349,0.0233,104.5766
loathed,loðd,CVCC,4,0,,0,,3.9048,8.9501,103.5293,0.0070,28.7325,3.5320,9.1373,107.2810,0.0070,26.6501,3,6.6967,3,6.6967,1,6.6100,1,6.6100,1,1,3,3,27.9869,11.4248,200.5076,0.0109,210.0935,24.6382,11.8083,209.4691,0.0110,188.0607,11.5695,9.4108,125.3138,0.0145,80.6343,10.5678,9.3213,120.8485,0.0150,74.8974
loaves,lovz,CVCC,4,2,2.7200,2,2.7200,5.9958,28.2912,967.4073,0.0181,39.6443,5.6054,27.2339,888.7461,0.0190,37.1873,9,7.8000,8,8.0038,8,7.9213,7,7.9213,6,5,7,6,34.1511,11.0406,168.9782,0.0143,259.7185,28.9526,11.5876,188.0480,0.0137,225.7949,14.6456,9.5304,117.4138,0.0195,105.0847,12.6952,9.6729,121.7381,0.0192,93.6832
lobes,lobz,CVCC,4,10,6.8050,8,6.8800,10.2428,14.4291,276.7205,0.0298,65.8847,9.5326,14.0561,259.4762,0.0311,61.6907,5,7.1260,5,7.1260,3,7.8533,3,7.8533,3,3,5,5,24.9217,16.7463,420.8298,0.0120,187.7317,21.3587,17.9791,466.5042,0.0119,165.1170,11.5979,13.0221,234.1947,0.0175,82.0973,10.1381,13.4272,241.3656,0.0178,74.0962
locked,lɑkt,CVCC,4,40,6.6988,37,6.8130,29.9581,8.8455,98.4070,0.0526,215.0772,27.8850,8.6360,92.6557,0.0547,201.5764,16,7.4125,16,7.4125,12,7.4025,12,7.4025,2,2,3,3,27.6711,14.5710,303.3816,0.0150,211.7719,25.7055,14.1536,282.8093,0.0157,198.7178,15.0099,9.6161,123.8453,0.0248,110.3710,14.0750,9.2966,114.5622,0.0259,104.4197
locks,lɑks,CVCC,4,40,6.7108,37,6.8259,28.1324,8.7645,97.0218,0.0496,203.4001,26.0437,8.5801,91.7468,0.0515,189.7952,21,7.7333,19,8.1358,16,8.0344,15,8.0344,6,6,8,8,28.4455,13.0634,237.1644,0.0149,222.4583,25.8295,13.0388,234.2106,0.0153,205.0898,15.4822,8.6218,98.1460,0.0241,118.3165,13.9663,8.6353,97.6174,0.0246,108.6404
lodged,lɑdʒd,CVCC,4,4,5.2650,4,5.2650,9.4879,15.2341,313.2437,0.0181,68.3710,8.8714,14.6859,288.3392,0.0190,64.2379,3,6.7867,3,6.7867,2,6.0900,2,6.0900,1,1,2,2,17.4096,16.2339,456.5448,0.0070,130.8526,15.8042,16.0745,438.7725,0.0073,120.6123,7.6887,9.3050,128.2590,0.0091,54.4392,7.0509,9.1779,122.3222,0.0094,50.7303
loft,lɔft,CVCC,4,30,8.2573,23,8.7474,12.1232,8.4292,88.1536,0.0255,92.8866,10.9689,8.4272,88.6409,0.0253,85.3053,8,7.5163,8,7.5163,8,7.5163,8,7.5163,5,5,5,5,30.2709,14.4281,323.7478,0.0137,231.8009,27.9826,14.0254,302.3069,0.0143,216.6157,14.9241,10.3116,149.0152,0.0221,110.2022,13.9654,9.9905,138.4657,0.0231,104.1648
logged,lɔgd,CVCC,4,40,6.7148,37,6.8303,27.8791,9.3448,113.5736,0.0484,199.7453,25.9803,9.1228,106.9953,0.0503,187.3251,8,6.4388,8,6.4388,7,5.9314,7,5.9314,1,1,2,2,22.2203,14.6051,308.7141,0.0100,165.2198,19.9998,14.6407,304.7786,0.0102,151.1550,10.3279,10.5224,147.6101,0.0147,71.3428,9.4482,10.3412,139.8452,0.0153,66.2792
logs,lɔgz,CVCC,4,40,6.7225,37,6.8386,29.7018,8.8502,99.6409,0.0519,214.1160,27.4126,8.7166,95.6041,0.0537,199.0897,11,7.7864,9,7.9833,10,7.5660,8,7.5660,3,3,4,4,25.5564,12.3702,244.6731,0.0108,193.2200,22.3237,13.1216,274.7980,0.0107,172.5714,12.3822,7.6809,85.2274,0.0152,87.6688,10.7945,8.1314,95.6549,0.0150,78.3555
loins,loɪnz,CVCC,4,19,7.6453,16,8.1656,15.2854,8.7263,104.2629,0.0225,113.1591,14.0801,8.5133,97.6482,0.0234,105.7082,11,7.7091,11,7.7091,10,7.8480,10,7.8480,8,8,8,8,26.4226,14.3794,306.3925,0.0127,204.3155,22.8149,15.1431,327.8755,0.0128,180.9452,14.4252,9.5151,128.2866,0.0196,106.5302,12.6703,9.8064,132.0107,0.0200,96.0833
longed,lɔŋd,CVCC,4,40,6.7753,37,6.8957,26.3566,9.5001,118.9158,0.0461,190.3177,24.5536,9.2722,111.8872,0.0480,178.6859,4,9.5300,4,9.5300,3,8.5333,3,8.5333,3,3,4,4,20.6375,16.4235,413.9199,0.0101,158.0535,18.6279,16.2852,398.2138,0.0105,145.1780,10.4788,11.7135,202.4137,0.0153,75.6369,9.6771,11.3854,188.5269,0.0160,70.9925
longs,lɔŋz,CVCC,4,40,6.7700,37,6.8900,28.1116,8.9736,102.8102,0.0496,203.5944,25.9355,8.8408,98.5419,0.0514,189.5145,5,8.1800,5,8.1800,4,7.0950,4,7.0950,2,2,3,3,23.5995,22.0416,735.1452,0.0132,181.2568,20.7404,22.2874,728.2420,0.0136,163.0255,12.5989,15.8853,357.6441,0.0207,90.9518,11.1681,15.8422,346.6983,0.0214,82.6304
looked,lʊkt,CVCC,4,17,7.4035,15,7.4693,20.6197,10.8146,160.0259,0.0347,150.8567,18.9899,10.6820,154.2865,0.0359,140.5471,12,8.4117,12,8.4117,11,8.0455,11,8.0455,1,1,2,2,26.7756,15.7209,358.9983,0.0143,208.0566,24.6601,15.4525,341.5329,0.0148,193.8438,14.6951,10.1941,143.3354,0.0237,109.5630,13.6212,10.0104,136.1269,0.0246,102.7120
looks,lʊks,CVCC,4,17,7.3976,15,7.4627,19.9686,11.7240,181.4735,0.0365,145.8279,18.1780,11.7389,180.7842,0.0372,134.5610,16,8.0569,13,8.4085,15,7.7647,12,7.7647,1,1,2,2,27.7481,14.2647,289.4680,0.0143,217.8441,24.7987,14.7610,305.9922,0.0144,198.1988,15.3689,9.1960,115.0481,0.0235,116.0043,13.5544,9.6429,124.4625,0.0235,104.5574
loomed,lumd,CVCC,4,6,6.1800,6,6.1800,8.3916,16.5346,329.5210,0.0314,54.1429,8.0079,15.8087,299.7642,0.0330,51.9679,6,5.6950,6,5.6950,3,6.3100,3,6.3100,3,3,4,4,16.4759,17.7076,471.2735,0.0083,124.7606,14.8533,17.5595,456.4358,0.0086,114.0699,7.6363,12.7082,230.7460,0.0118,53.9285,7.0579,12.5480,223.1679,0.0122,50.6037
looms,lumz,CVCC,4,6,6.0283,6,6.0283,9.2355,15.5169,287.6876,0.0339,59.3399,8.7575,14.8885,263.1736,0.0355,56.6233,6,6.1833,6,6.1833,4,6.0275,4,6.0275,2,2,4,4,20.4169,17.6802,434.7825,0.0117,155.5867,17.6853,16.9625,407.5174,0.0113,138.3058,10.4389,12.1602,195.0508,0.0179,75.1257,9.0231,11.5530,181.5226,0.0168,67.0679
looped,lupt,CVCC,4,6,6.0233,6,6.0233,9.1843,15.9127,299.6510,0.0330,58.6347,8.7604,15.1998,272.1566,0.0347,56.2180,9,6.1478,8,6.1125,8,5.7038,7,5.7038,5,4,6,5,22.5814,12.4281,226.2677,0.0118,171.7211,20.4279,12.5484,229.9643,0.0120,156.9787,11.1074,8.5605,101.9256,0.0182,80.3152,10.2129,8.5419,101.5142,0.0186,74.4726
loops,lups,CVCC,4,6,5.6417,6,5.6417,8.6226,16.1219,312.4648,0.0305,54.1770,8.1839,15.4268,284.5380,0.0321,51.6679,9,7.4678,8,7.4913,8,7.1888,7,7.1888,2,2,3,3,23.6021,16.7407,404.2547,0.0135,180.8236,20.9680,17.2064,415.3452,0.0138,162.8313,11.8368,11.9649,193.8358,0.0212,86.4279,10.5469,12.1774,195.3936,0.0217,78.0735
loosen,lusn,CVCC,4,2,7.8050,2,7.8050,6.4298,19.6996,497.7851,0.0160,48.4125,6.1029,18.8214,452.3389,0.0169,46.2473,4,9.1500,3,9.8600,3,8.8133,2,8.8133,2,2,3,3,14.5297,23.4350,748.4466,0.0083,112.7577,12.9728,24.1157,777.8113,0.0084,102.0419,4.6010,19.7159,514.7332,0.0084,34.9580,4.1408,21.0244,596.8071,0.0081,31.9585
loped,lopt,CVCC,4,10,7.0480,8,7.1838,9.7991,14.2134,275.7791,0.0284,64.1334,9.1724,13.7955,256.9931,0.0297,60.4523,9,5.4589,8,5.3375,8,5.5938,7,5.5938,7,6,8,7,26.0981,19.5712,647.9836,0.0136,195.2193,23.6764,19.7000,648.9545,0.0139,179.0959,13.2430,13.8574,299.7903,0.0219,93.8200,12.1416,13.9615,301.0894,0.0224,86.9733
lopped,lɑpt,CVCC,4,15,6.7913,14,7.0664,12.9538,10.3353,144.9236,0.0266,86.8623,12.0419,10.1270,137.2320,0.0277,81.8262,12,6.0467,11,6.0118,8,6.5225,7,6.5225,7,6,10,9,26.6768,15.1361,360.2832,0.0136,203.8502,24.6374,14.9924,350.8319,0.0140,190.4750,14.0949,10.2530,155.9941,0.0220,104.1298,13.0179,10.2303,153.7868,0.0226,97.4380
lord,lɔrd,CVCC,4,29,8.1859,22,8.6755,23.8078,6.7046,53.0175,0.0395,183.7594,21.1009,6.8955,57.1381,0.0386,165.6522,15,7.4647,12,7.3742,14,7.4079,11,7.4079,1,1,1,1,32.1923,15.8717,402.3912,0.0176,243.5374,27.0689,17.9912,524.9900,0.0165,210.5955,15.7786,11.9398,217.4322,0.0267,115.0135,13.3776,13.4237,271.2533,0.0256,100.7430
lost,lɔst,CVCC,4,14,8.4379,13,8.3677,22.3350,8.0695,90.7349,0.0305,168.6253,20.4941,7.9817,87.4242,0.0315,156.0512,12,8.5633,11,8.6364,11,8.4045,10,8.4045,4,4,4,4,26.1563,14.4874,330.8151,0.0123,201.8878,24.1349,14.1624,311.5802,0.0128,188.2743,13.4046,9.9125,145.5358,0.0196,100.1752,12.4687,9.6838,136.9316,0.0204,94.0422
lotion,lo∫n,CVCC,4,1,9.2700,1,9.2700,3.1653,38.6727,1637.1860,0.0162,25.1179,3.0458,36.7189,1474.8842,0.0171,24.4171,0,,0,,0,,0,,0,0,0,0,10.5620,29.9836,1350.7454,0.0062,81.0636,9.5172,29.5575,1284.3808,0.0065,73.9686,3.6311,12.0018,204.8852,0.0056,26.9488,3.3343,11.9202,200.3066,0.0058,25.1663
lots,lɑts,CVCC,4,14,8.4457,13,8.3762,22.3529,10.2455,149.1856,0.0341,167.9150,20.3153,10.1878,145.0664,0.0352,153.7750,10,9.1760,9,9.0767,6,9.4950,5,9.4950,0,0,1,1,27.5699,13.5089,290.9202,0.0128,218.0433,24.5990,13.9789,305.7282,0.0129,197.3736,14.1884,9.3814,132.8212,0.0200,108.4789,12.4554,9.8760,143.7302,0.0201,96.6793
lounge,laʊndʒ,CVCC,4,0,,0,,3.2124,11.7069,176.8057,0.0059,23.4228,3.0295,11.1735,160.3099,0.0062,22.2379,1,6.1600,1,6.1600,1,6.1600,1,6.1600,0,0,0,0,11.6253,23.6140,906.4136,0.0059,89.4956,10.4657,23.2706,861.2181,0.0061,81.8587,5.5731,11.6618,218.6654,0.0077,42.0786,5.1719,11.2778,202.2068,0.0080,39.6588
loused,laʊst,CVCC,4,1,6.9400,1,6.9400,7.9944,13.6073,297.3597,0.0124,59.5429,7.3123,13.4685,285.3644,0.0129,54.8957,12,8.6100,11,8.6873,11,8.9736,10,8.9736,11,10,12,11,18.5231,14.3897,297.8902,0.0089,143.1715,17.0048,14.1747,284.2995,0.0093,132.8336,9.0378,8.7075,102.6730,0.0130,69.9386,8.3124,8.6578,99.6443,0.0134,65.0855
love's,lʌvz,CVCC,4,29,8.2372,23,8.6313,14.2894,13.7861,300.8062,0.0270,107.4252,13.3744,13.3221,277.9848,0.0282,101.2410,9,8.2756,9,8.2756,7,7.7386,7,7.7386,4,4,6,6,34.3525,12.8795,259.6385,0.0119,262.9898,30.4023,13.0237,257.1115,0.0123,237.3588,15.8569,8.9118,110.9576,0.0177,114.0490,14.1792,8.8770,107.3759,0.0183,104.0760
loved,lʌvd,CVCC,4,30,8.1507,23,8.6083,14.7709,15.2937,327.3735,0.0308,109.7186,13.1841,13.6555,300.0811,0.0275,99.4253,8,7.4950,7,7.6843,6,7.0883,5,7.0883,1,1,2,2,30.8260,15.6689,362.4004,0.0122,231.9441,27.7616,15.4000,357.5139,0.0122,212.1589,13.7172,11.6985,182.8712,0.0188,95.3347,12.5015,11.6121,185.4748,0.0186,88.0890
loves,lʌvz,CVCC,4,29,8.2372,23,8.6313,14.2894,13.7861,300.8062,0.0270,107.4252,13.3744,13.3221,277.9848,0.0282,101.2410,9,8.2756,9,8.2756,7,7.7386,7,7.7386,3,3,4,4,34.3525,12.8795,259.6385,0.0119,262.9898,30.4023,13.0237,257.1115,0.0123,237.3588,15.8569,8.9118,110.9576,0.0177,114.0490,14.1792,8.8770,107.3759,0.0183,104.0760
lucked,lʌkt,CVCC,4,40,6.7958,37,6.9178,32.9159,7.6282,82.2250,0.0473,235.1690,30.1593,7.6028,80.8400,0.0486,217.2382,15,7.3540,14,7.4443,12,7.5267,11,7.5267,11,10,13,12,30.7493,12.5351,222.9488,0.0151,236.6463,28.3393,12.4269,216.8168,0.0155,220.6775,16.9509,8.0434,86.6678,0.0249,125.7307,15.6252,8.0078,84.8449,0.0256,117.3405
lucks,lks,CVCC,4,40,6.8303,37,6.9551,30.9330,7.4502,78.3818,0.0445,223.8899,28.1735,7.4749,77.5860,0.0457,205.8623,17,7.6171,15,7.8480,14,7.6221,12,7.6221,14,12,16,14,31.4400,12.3445,220.8550,0.0149,246.3770,28.2292,12.6187,233.4368,0.0148,225.1629,17.3466,7.9447,86.6249,0.0243,131.8638,15.3203,8.2579,94.5540,0.0240,119.0557
lugged,lʌgd,CVCC,4,40,6.8173,37,6.9411,30.7444,7.6911,84.7562,0.0436,218.9181,28.2894,7.6384,82.4331,0.0449,202.9253,11,6.2191,11,6.2191,8,6.1700,8,6.1700,7,7,9,9,25.6539,17.0579,419.9301,0.0117,192.8004,23.4452,16.6842,396.5867,0.0121,178.5508,12.1793,12.0456,193.6001,0.0184,85.2729,11.3256,11.7218,181.6345,0.0192,80.2673
Luke's,luks,CVCC,4,3,6.5367,3,6.5367,10.7934,9.9177,139.6897,0.0183,79.0888,9.6750,8.9211,116.7427,0.0173,72.2370,13,7.7369,11,7.9455,12,7.6000,10,7.6000,8,7,9,8,23.9911,16.0268,382.5600,0.0137,186.6905,21.1203,16.8365,409.6112,0.0138,167.0942,12.4277,11.1034,172.8119,0.0219,93.5379,10.9929,11.5139,180.4940,0.0222,84.0992
